ndc_description,ndc,nadac_per_unit,effective_date,pricing_unit,pharmacy_type_indicator,otc,explanation_code,classification_for_rate_setting,corresponding_generic_drug_nadac_per_unit,corresponding_generic_drug_effective_date,as_of_date
"ACETAZOLAMIDE ER 500 MG CAP",50268004211,0.33656,09/20/2023,EA,C/I,N,1,G,,,10/04/2023
"ACETAZOLAMIDE ER 500 MG CAP",50268004212,0.33656,09/20/2023,EA,C/I,N,1,G,,,10/04/2023
"ACETAZOLAMIDE ER 500 MG CAP",50742023301,0.33656,09/20/2023,EA,C/I,N,1,G,,,10/04/2023
"ACETAZOLAMIDE ER 500 MG CAP",60687057811,0.33656,09/20/2023,EA,C/I,N,1,G,,,10/04/2023
"ACETAZOLAMIDE ER 500 MG CAP",60687057821,0.33656,09/20/2023,EA,C/I,N,1,G,,,10/04/2023
"ACETAZOLAMIDE ER 500 MG CAP",62135061260,0.33656,09/20/2023,EA,C/I,N,1,G,,,10/04/2023
"ACETAZOLAMIDE ER 500 MG CAP",69367020901,0.33656,09/20/2023,EA,C/I,N,1,G,,,10/04/2023
"ACETAZOLAMIDE ER 500 MG CAP",70710159101,0.33656,09/20/2023,EA,C/I,N,1,G,,,10/04/2023
"ACETIC ACID 2% EAR SOLUTION",52817081615,1.59191,09/20/2023,ML,C/I,N,"1, 5",G,,,10/04/2023
"ACETIC ACID 2% EAR SOLUTION",60432074116,1.59191,09/20/2023,ML,C/I,N,"1, 5",G,,,10/04/2023
"ACETIC ACID 2% EAR SOLUTION",64980042415,1.59191,09/20/2023,ML,C/I,N,"1, 5",G,,,10/04/2023
"ACETYLCYSTEINE 20% VIAL (NOT FOR INJECTION)",00517760425,2.39330,08/23/2023,ML,C/I,N,"4, 5",G,,,10/04/2023
"ACETYLCYSTEINE 20% VIAL (NOT FOR INJECTION)",63323069404,2.39330,08/23/2023,ML,C/I,N,"4, 5",G,,,10/04/2023
"ACETYLCYSTEINE 20% VIAL (NOT FOR INJECTION)",63323069444,2.39330,08/23/2023,ML,C/I,N,"4, 5",G,,,10/04/2023
"ACID GONE ANTACID LIQUID",00904772714,0.01202,07/19/2023,ML,C/I,Y,"4, 5",G,,,10/04/2023
"ACID GONE TABLET CHEW",00904536560,0.03920,09/20/2023,EA,C/I,Y,1,G,,,10/04/2023
"ACID REDUCER 10 MG TABLET",46122039465,0.10330,09/20/2023,EA,C/I,Y,1,G,,,10/04/2023
"ACID REDUCER 10 MG TABLET",46122039475,0.10330,09/20/2023,EA,C/I,Y,1,G,,,10/04/2023
"ACID REDUCER 10 MG TABLET",70000004801,0.10330,09/20/2023,EA,C/I,Y,1,G,,,10/04/2023
"ACID REDUCER 20 MG TABLET",24385038563,0.15169,09/20/2023,EA,C/I,Y,1,G,,,10/04/2023
"ACID REDUCER 20 MG TABLET",24385038571,0.15169,09/20/2023,EA,C/I,Y,1,G,,,10/04/2023
"ACID REDUCER 20 MG TABLET",70000004901,0.15169,09/20/2023,EA,C/I,Y,1,G,,,10/04/2023
"ACID REDUCER COMPLETE TAB CHEW",70000041601,0.23968,09/20/2023,EA,C/I,Y,1,G,,,10/04/2023
"ACID REDUCER COMPLETE TAB CHEW",70000058201,0.23968,09/20/2023,EA,C/I,Y,1,G,,,10/04/2023
"ACID REDUCER DR 20 MG CAP",70000023201,0.36024,09/20/2023,EA,C/I,Y,1,G,,,10/04/2023
"ACID REDUCER DR 20 MG CAP",70000023202,0.36024,09/20/2023,EA,C/I,Y,1,G,,,10/04/2023
"ACID REDUCER DR 20 MG CAP",70000023203,0.36024,09/20/2023,EA,C/I,Y,1,G,,,10/04/2023
"ACIPHEX DR 20 MG TABLET",62856024330,24.69255,06/02/2023,EA,C/I,N,2,B,0.20878,09/20/2023,10/04/2023
"ACIPHEX DR 20 MG TABLET",69784024330,24.69255,06/02/2023,EA,C/I,N,2,B,0.20878,09/20/2023,10/04/2023
"ACITRETIN 10 MG CAPSULE",00093113556,6.99722,09/20/2023,EA,C/I,N,1,G,,,10/04/2023
"ACITRETIN 10 MG CAPSULE",00115175008,6.99722,09/20/2023,EA,C/I,N,1,G,,,10/04/2023
"ACITRETIN 10 MG CAPSULE",00378702093,6.99722,09/20/2023,EA,C/I,N,1,G,,,10/04/2023
"ACITRETIN 10 MG CAPSULE",42794008008,6.99722,09/20/2023,EA,C/I,N,1,G,,,10/04/2023
"ACITRETIN 25 MG CAPSULE",00093113656,4.14967,06/21/2023,EA,C/I,N,4,G,,,10/04/2023
"ACITRETIN 25 MG CAPSULE",00115175308,4.14967,06/21/2023,EA,C/I,N,4,G,,,10/04/2023
"ACITRETIN 25 MG CAPSULE",00378702393,4.14967,06/21/2023,EA,C/I,N,4,G,,,10/04/2023
"ACITRETIN 25 MG CAPSULE",42794008308,4.14967,06/21/2023,EA,C/I,N,4,G,,,10/04/2023
"ACITRETIN 25 MG CAPSULE",66993089630,4.14967,06/21/2023,EA,C/I,N,"4, 6",G,,,10/04/2023
"ACNE MEDICATION 10% GEL",00536105656,0.08270,07/19/2023,GM,C/I,Y,"4, 5",G,,,10/04/2023
"ACNE MEDICATION 10% GEL",00536105625,0.22383,08/23/2023,GM,C/I,Y,"4, 5",G,,,10/04/2023
"ACNE MEDICATION 2.5% GEL",00536112925,0.19736,09/20/2023,GM,C/I,Y,"1, 5",G,,,10/04/2023
"ACNE MEDICATION 5% GEL",00536105556,0.06073,09/20/2023,GM,C/I,Y,"1, 5",G,,,10/04/2023
"ACNE MEDICATION 5% GEL",00536105525,0.21448,09/20/2023,GM,C/I,Y,"1, 5",G,,,10/04/2023
"ACNE MEDICATION 5% LOTION",00536105775,0.06514,02/22/2023,ML,C/I,Y,"4, 5",G,,,10/04/2023
"ACYCLOVIR 200 MG CAPSULE",00904578961,0.10400,09/20/2023,EA,C/I,N,1,G,,,10/04/2023
"ACYCLOVIR 200 MG CAPSULE",23155022901,0.10400,09/20/2023,EA,C/I,N,1,G,,,10/04/2023
"ACYCLOVIR 200 MG CAPSULE",23155022905,0.10400,09/20/2023,EA,C/I,N,1,G,,,10/04/2023
"ACYCLOVIR 200 MG CAPSULE",60505004206,0.10400,09/20/2023,EA,C/I,N,1,G,,,10/04/2023
"ACYCLOVIR 200 MG CAPSULE",61442011401,0.10400,09/20/2023,EA,C/I,N,1,G,,,10/04/2023
"ACYCLOVIR 200 MG CAPSULE",61442011405,0.10400,09/20/2023,EA,C/I,N,1,G,,,10/04/2023
"ACYCLOVIR 200 MG CAPSULE",62135003950,0.10400,09/20/2023,EA,C/I,N,1,G,,,10/04/2023
"ACYCLOVIR 200 MG CAPSULE",68084010701,0.10400,09/20/2023,EA,C/I,N,1,G,,,10/04/2023
"ACYCLOVIR 200 MG CAPSULE",68084010711,0.10400,09/20/2023,EA,C/I,N,1,G,,,10/04/2023
"ACYCLOVIR 200 MG CAPSULE",69076014601,0.10400,09/20/2023,EA,C/I,N,1,G,,,10/04/2023
"ACYCLOVIR 200 MG CAPSULE",72241002805,0.10400,09/20/2023,EA,C/I,N,1,G,,,10/04/2023
"ACYCLOVIR 200 MG CAPSULE",72578000201,0.10400,09/20/2023,EA,C/I,N,1,G,,,10/04/2023
"ACYCLOVIR 200 MG CAPSULE",72578000205,0.10400,09/20/2023,EA,C/I,N,1,G,,,10/04/2023
"ACYCLOVIR 200 MG CAPSULE",81288003901,0.10400,09/20/2023,EA,C/I,N,1,G,,,10/04/2023
"ACYCLOVIR 200 MG CAPSULE",81288003902,0.10400,09/20/2023,EA,C/I,N,1,G,,,10/04/2023
"ACYCLOVIR 200 MG/5 ML SUSP",00472008216,0.14350,09/20/2023,ML,C/I,N,"1, 5",G,,,10/04/2023
"ACYCLOVIR 200 MG/5 ML SUSP",23155048551,0.14350,09/20/2023,ML,C/I,N,"1, 5",G,,,10/04/2023
"ACYCLOVIR 200 MG/5 ML SUSP",31722068147,0.14350,09/20/2023,ML,C/I,N,"1, 5",G,,,10/04/2023
"ACYCLOVIR 200 MG/5 ML SUSP",66689034216,0.14350,09/20/2023,ML,C/I,N,"1, 5",G,,,10/04/2023
"ACYCLOVIR 200 MG/5 ML SUSP",70954018810,0.14350,09/20/2023,ML,C/I,N,"1, 5",G,,,10/04/2023
"ACYCLOVIR 400 MG TABLET",00904579061,0.10649,09/20/2023,EA,C/I,N,1,G,,,10/04/2023
"ACYCLOVIR 400 MG TABLET",23155022701,0.10649,09/20/2023,EA,C/I,N,1,G,,,10/04/2023
"ACYCLOVIR 400 MG TABLET",23155022705,0.10649,09/20/2023,EA,C/I,N,1,G,,,10/04/2023
"ACYCLOVIR 400 MG TABLET",31722077701,0.10649,09/20/2023,EA,C/I,N,1,G,,,10/04/2023
"ACYCLOVIR 400 MG TABLET",31722077705,0.10649,09/20/2023,EA,C/I,N,1,G,,,10/04/2023
"ACYCLOVIR 400 MG TABLET",50268006111,0.10649,09/20/2023,EA,C/I,N,1,G,,,10/04/2023
"ACYCLOVIR 400 MG TABLET",50268006115,0.10649,09/20/2023,EA,C/I,N,1,G,,,10/04/2023
"ACYCLOVIR 400 MG TABLET",60505530601,0.10649,09/20/2023,EA,C/I,N,1,G,,,10/04/2023
"ACYCLOVIR 400 MG TABLET",60505530608,0.10649,09/20/2023,EA,C/I,N,1,G,,,10/04/2023
"ACYCLOVIR 400 MG TABLET",61442011201,0.10649,09/20/2023,EA,C/I,N,1,G,,,10/04/2023
"ACYCLOVIR 400 MG TABLET",61442011205,0.10649,09/20/2023,EA,C/I,N,1,G,,,10/04/2023
"ACYCLOVIR 400 MG TABLET",68084010801,0.10649,09/20/2023,EA,C/I,N,1,G,,,10/04/2023
"ACYCLOVIR 400 MG TABLET",68084010811,0.10649,09/20/2023,EA,C/I,N,1,G,,,10/04/2023
"ACYCLOVIR 400 MG TABLET",68382079101,0.10649,09/20/2023,EA,C/I,N,1,G,,,10/04/2023
"ACYCLOVIR 400 MG TABLET",68382079105,0.10649,09/20/2023,EA,C/I,N,1,G,,,10/04/2023
"ACYCLOVIR 400 MG TABLET",69367013701,0.10649,09/20/2023,EA,C/I,N,1,G,,,10/04/2023
"ACYCLOVIR 400 MG TABLET",69367013705,0.10649,09/20/2023,EA,C/I,N,1,G,,,10/04/2023
"ACYCLOVIR 400 MG TABLET",69452029020,0.10649,09/20/2023,EA,C/I,N,1,G,,,10/04/2023
"ACYCLOVIR 400 MG TABLET",69452029030,0.10649,09/20/2023,EA,C/I,N,1,G,,,10/04/2023
"ACYCLOVIR 400 MG TABLET",81288001801,0.10649,09/20/2023,EA,C/I,N,1,G,,,10/04/2023
"ACYCLOVIR 400 MG TABLET",81288001802,0.10649,09/20/2023,EA,C/I,N,1,G,,,10/04/2023
"ACYCLOVIR 5% CREAM",00093363020,28.02880,09/20/2023,GM,C/I,N,"1, 5, 6",G,,,10/04/2023
"ACYCLOVIR 5% CREAM",45802004475,28.02880,09/20/2023,GM,C/I,N,"1, 5",G,,,10/04/2023
"ACYCLOVIR 5% CREAM",65162083614,28.02880,09/20/2023,GM,C/I,N,"1, 5",G,,,10/04/2023
"ACYCLOVIR 5% CREAM",72578010105,28.02880,09/20/2023,GM,C/I,N,"1, 5",G,,,10/04/2023
"ACYCLOVIR 5% OINTMENT",00378870049,0.55754,09/20/2023,GM,C/I,N,"1, 5",G,,,10/04/2023
"ACYCLOVIR 5% OINTMENT",00591115930,0.55754,09/20/2023,GM,C/I,N,"1, 5, 6",G,,,10/04/2023
"ACYCLOVIR 5% OINTMENT",00713063031,0.55754,09/20/2023,GM,C/I,N,"1, 5",G,,,10/04/2023
"ACYCLOVIR 5% OINTMENT",13668051502,0.55754,09/20/2023,GM,C/I,N,"1, 5",G,,,10/04/2023
"ACYCLOVIR 5% OINTMENT",16714088502,0.55754,09/20/2023,GM,C/I,N,"1, 5",G,,,10/04/2023
"ACYCLOVIR 5% OINTMENT",33342043930,0.55754,09/20/2023,GM,C/I,N,"1, 5",G,,,10/04/2023
"ACYCLOVIR 5% OINTMENT",51672136002,0.55754,09/20/2023,GM,C/I,N,"1, 5",G,,,10/04/2023
"ACYCLOVIR 5% OINTMENT",65162083596,0.55754,09/20/2023,GM,C/I,N,"1, 5",G,,,10/04/2023
"ACYCLOVIR 5% OINTMENT",68462074635,0.55754,09/20/2023,GM,C/I,N,"1, 5",G,,,10/04/2023
"ACYCLOVIR 5% OINTMENT",70700010716,0.55754,09/20/2023,GM,C/I,N,"1, 5",G,,,10/04/2023
"ACYCLOVIR 5% OINTMENT",72578008206,0.55754,09/20/2023,GM,C/I,N,"1, 5",G,,,10/04/2023
"ACYCLOVIR 5% OINTMENT",00378870006,0.71206,09/20/2023,GM,C/I,N,"1, 5",G,,,10/04/2023
"ACYCLOVIR 5% OINTMENT",00713063015,0.71206,09/20/2023,GM,C/I,N,"1, 5",G,,,10/04/2023
"ACYCLOVIR 5% OINTMENT",13668051501,0.71206,09/20/2023,GM,C/I,N,"1, 5",G,,,10/04/2023
"ACYCLOVIR 5% OINTMENT",16714088501,0.71206,09/20/2023,GM,C/I,N,"1, 5",G,,,10/04/2023
"ACYCLOVIR 5% OINTMENT",33342043915,0.71206,09/20/2023,GM,C/I,N,"1, 5",G,,,10/04/2023
"ACYCLOVIR 5% OINTMENT",51672136001,0.71206,09/20/2023,GM,C/I,N,"1, 5",G,,,10/04/2023
"ACYCLOVIR 5% OINTMENT",65162083594,0.71206,09/20/2023,GM,C/I,N,"1, 5",G,,,10/04/2023
"ACYCLOVIR 5% OINTMENT",68462074617,0.71206,09/20/2023,GM,C/I,N,"1, 5",G,,,10/04/2023
"ACYCLOVIR 5% OINTMENT",70700010715,0.71206,09/20/2023,GM,C/I,N,"1, 5",G,,,10/04/2023
"ACYCLOVIR 5% OINTMENT",72578008201,0.71206,09/20/2023,GM,C/I,N,"1, 5",G,,,10/04/2023
"ACYCLOVIR 800 MG TABLET",23155022801,0.18623,09/20/2023,EA,C/I,N,1,G,,,10/04/2023
"ACYCLOVIR 800 MG TABLET",23155022805,0.18623,09/20/2023,EA,C/I,N,1,G,,,10/04/2023
"ACYCLOVIR 800 MG TABLET",31722077801,0.18623,09/20/2023,EA,C/I,N,1,G,,,10/04/2023
"ACYCLOVIR 800 MG TABLET",31722077805,0.18623,09/20/2023,EA,C/I,N,1,G,,,10/04/2023
"ACYCLOVIR 800 MG TABLET",50268006211,0.18623,09/20/2023,EA,C/I,N,1,G,,,10/04/2023
"ACYCLOVIR 800 MG TABLET",50268006215,0.18623,09/20/2023,EA,C/I,N,1,G,,,10/04/2023
"ACYCLOVIR 800 MG TABLET",60505530701,0.18623,09/20/2023,EA,C/I,N,1,G,,,10/04/2023
"ACYCLOVIR 800 MG TABLET",60505530705,0.18623,09/20/2023,EA,C/I,N,1,G,,,10/04/2023
"ACYCLOVIR 800 MG TABLET",61442011301,0.18623,09/20/2023,EA,C/I,N,1,G,,,10/04/2023
"ACYCLOVIR 800 MG TABLET",61442011305,0.18623,09/20/2023,EA,C/I,N,1,G,,,10/04/2023
"ACYCLOVIR 800 MG TABLET",62135001950,0.18623,09/20/2023,EA,C/I,N,1,G,,,10/04/2023
"ACYCLOVIR 800 MG TABLET",68084010901,0.18623,09/20/2023,EA,C/I,N,1,G,,,10/04/2023
"ACYCLOVIR 800 MG TABLET",68084010911,0.18623,09/20/2023,EA,C/I,N,1,G,,,10/04/2023
"ACYCLOVIR 800 MG TABLET",68382079201,0.18623,09/20/2023,EA,C/I,N,1,G,,,10/04/2023
"ACYCLOVIR 800 MG TABLET",68382079205,0.18623,09/20/2023,EA,C/I,N,1,G,,,10/04/2023
"ACYCLOVIR 800 MG TABLET",69367013801,0.18623,09/20/2023,EA,C/I,N,1,G,,,10/04/2023
"ACYCLOVIR 800 MG TABLET",69367013805,0.18623,09/20/2023,EA,C/I,N,1,G,,,10/04/2023
"ACYCLOVIR 800 MG TABLET",69452029120,0.18623,09/20/2023,EA,C/I,N,1,G,,,10/04/2023
"ACYCLOVIR 800 MG TABLET",69452029130,0.18623,09/20/2023,EA,C/I,N,1,G,,,10/04/2023
"ADAPALENE 0.1% CREAM",00168042446,3.08792,09/20/2023,GM,C/I,N,"1, 5",G,,,10/04/2023
"ADAPALENE 0.1% CREAM",45802045384,3.08792,09/20/2023,GM,C/I,N,"1, 5, 6",G,,,10/04/2023
"ADAPALENE 0.1% CREAM",68308070645,3.08792,09/20/2023,GM,C/I,N,"1, 5",G,,,10/04/2023
"ADAPALENE 0.1% GEL",70000004302,0.37400,09/20/2023,GM,C/I,Y,"1, 5",G,,,10/04/2023
"ADAPALENE 0.1% GEL",51672214301,0.49245,05/17/2023,GM,C/I,Y,"4, 5",G,,,10/04/2023
"ADAPALENE 0.1% GEL",70000004301,0.49245,05/17/2023,GM,C/I,Y,"4, 5",G,,,10/04/2023
"ADAPALENE 0.3% GEL",00472012645,0.71812,09/20/2023,GM,C/I,N,"1, 5",G,,,10/04/2023
"ADAPALENE 0.3% GEL",21922005106,0.71812,09/20/2023,GM,C/I,N,"1, 5",G,,,10/04/2023
"ADAPALENE 0.3% GEL",51672137706,0.71812,09/20/2023,GM,C/I,N,"1, 5",G,,,10/04/2023
"ADAPALENE 0.3% GEL",62332054945,0.71812,09/20/2023,GM,C/I,N,"1, 5",G,,,10/04/2023
"ADAPALENE 0.3% GEL",66993088445,0.71812,09/20/2023,GM,C/I,N,"1, 5, 6",G,,,10/04/2023
"ADAPALENE 0.3% GEL PUMP",21922005150,2.08071,08/23/2023,GM,C/I,N,"4, 5",G,,,10/04/2023
"ADAPALENE 0.3% GEL PUMP",51672137709,2.08071,08/23/2023,GM,C/I,N,"4, 5",G,,,10/04/2023
"ADAPALENE 0.3% GEL PUMP",62332054946,2.08071,08/23/2023,GM,C/I,N,"4, 5",G,,,10/04/2023
"ADAPALENE-BNZYL PEROX 0.1-2.5%",45802084601,0.77261,09/20/2023,GM,C/I,N,"1, 5",G,,,10/04/2023
"ADAPALENE-BNZYL PEROX 0.1-2.5%",51672136403,0.77261,09/20/2023,GM,C/I,N,"1, 5",G,,,10/04/2023
"ADAPALENE-BNZYL PEROX 0.1-2.5%",66993086948,0.77261,09/20/2023,GM,C/I,N,"1, 5, 6",G,,,10/04/2023
"ADAPALENE-BNZYL PEROX 0.1-2.5%",68462030147,0.77261,09/20/2023,GM,C/I,N,"1, 5",G,,,10/04/2023
"ADAPALENE-BNZYL PEROX 0.3-2.5%",00093630345,1.16071,09/20/2023,GM,C/I,N,"1, 5, 6",G,,,10/04/2023
"ADAPALENE-BNZYL PEROX 0.3-2.5%",00480315445,1.16071,09/20/2023,GM,C/I,N,"1, 5",G,,,10/04/2023
"ADAPALENE-BNZYL PEROX 0.3-2.5%",45802085345,1.16071,09/20/2023,GM,C/I,N,"1, 5",G,,,10/04/2023
"ADAPALENE-BNZYL PEROX 0.3-2.5%",51672138409,1.16071,09/20/2023,GM,C/I,N,"1, 5",G,,,10/04/2023
"ADAPALENE-BNZYL PEROX 0.3-2.5%",62332066245,1.16071,09/20/2023,GM,C/I,N,"1, 5",G,,,10/04/2023
"ADAPALENE-BNZYL PEROX 0.3-2.5%",68308066245,1.16071,09/20/2023,GM,C/I,N,"1, 5, 6",G,,,10/04/2023
"ADAPALENE-BNZYL PEROX 0.3-2.5%",72578011904,1.16071,09/20/2023,GM,C/I,N,"1, 5",G,,,10/04/2023
"ADDERALL 10 MG TABLET",57844011001,9.30065,01/01/2023,EA,C/I,N,"2, 6",B-ANDA,0.28807,09/20/2023,10/04/2023
"ADDERALL 15 MG TABLET",57844011501,9.36480,01/01/2023,EA,C/I,N,"4, 6",B-ANDA,0.31218,09/20/2023,10/04/2023
"ADDERALL 20 MG TABLET",57844012001,9.42837,01/01/2023,EA,C/I,N,"2, 6",B-ANDA,0.34453,09/20/2023,10/04/2023
"ADDERALL 30 MG TABLET",57844013001,9.41562,03/29/2023,EA,C/I,N,"2, 6",B-ANDA,0.34408,09/20/2023,10/04/2023
"ADDERALL XR 10 MG CAPSULE",54092038301,6.81415,03/22/2023,EA,C/I,N,2,B,0.60532,09/20/2023,10/04/2023
"ADDERALL XR 15 MG CAPSULE",54092038501,6.84834,06/21/2023,EA,C/I,N,2,B,0.60399,09/20/2023,10/04/2023
"ADDERALL XR 20 MG CAPSULE",54092038701,6.83424,05/17/2023,EA,C/I,N,2,B,0.6048,09/20/2023,10/04/2023
"ADDERALL XR 25 MG CAPSULE",54092038901,6.83863,06/21/2023,EA,C/I,N,2,B,0.61559,09/20/2023,10/04/2023
"ADDERALL XR 30 MG CAPSULE",54092039101,6.83104,05/17/2023,EA,C/I,N,2,B,0.65912,09/20/2023,10/04/2023
"ADDERALL XR 5 MG CAPSULE",54092038101,6.83653,12/21/2022,EA,C/I,N,2,B,0.55836,09/20/2023,10/04/2023
"ADIPEX-P 37.5 MG TABLET",57844014001,2.39917,01/01/2023,EA,C/I,N,"2, 6",B-ANDA,0.07482,09/20/2023,10/04/2023
"ADIPEX-P 37.5 MG TABLET",57844014056,2.39917,01/01/2023,EA,C/I,N,"2, 6",B-ANDA,0.07482,09/20/2023,10/04/2023
"ADMELOG 100 UNIT/ML VIAL",00024592410,9.39233,03/22/2023,ML,C/I,N,"2, 5",B,,,10/04/2023
"ADMELOG SOLOSTAR 100 UNIT/ML",00024592505,12.09800,08/23/2023,ML,C/I,N,"2, 5",B,,,10/04/2023
"ADULT ASPIRIN REGIMEN EC 81 MG",70000017801,0.01521,09/20/2023,EA,C/I,Y,1,G,,,10/04/2023
"ADULT ASPIRIN REGIMEN EC 81 MG",70000021801,0.01521,09/20/2023,EA,C/I,Y,1,G,,,10/04/2023
"ADVAIR 100-50 DISKUS",00173069500,5.06351,02/22/2023,EA,C/I,N,"2, 5",B,1.2535,09/20/2023,10/04/2023
"ADVAIR 250-50 DISKUS",00173069600,6.29355,02/22/2023,EA,C/I,N,"2, 5",B,1.50899,09/20/2023,10/04/2023
"ADVAIR 500-50 DISKUS",00173069700,8.27236,02/22/2023,EA,C/I,N,"2, 5",B,2.80148,09/20/2023,10/04/2023
"ADVAIR HFA 115-21 MCG INHALER",00173071620,32.38076,06/21/2023,GM,C/I,N,"2, 5",B,19.743,09/20/2023,10/04/2023
"ADVAIR HFA 230-21 MCG INHALER",00173071720,42.66155,06/21/2023,GM,C/I,N,"2, 5",B,26.69417,08/23/2023,10/04/2023
"ADVAIR HFA 45-21 MCG INHALER",00173071520,26.08071,06/21/2023,GM,C/I,N,"2, 5",B,16.56217,08/23/2023,10/04/2023
"ADZENYS XR-ODT 12.5 MG TABLET",70165002030,15.32860,04/01/2023,EA,C/I,N,2,B,,,10/04/2023
"ADZENYS XR-ODT 15.7 MG TABLET",70165002530,15.30875,04/01/2023,EA,C/I,N,2,B,,,10/04/2023
"ADZENYS XR-ODT 18.8 MG TABLET",70165003030,15.31004,04/01/2023,EA,C/I,N,2,B,,,10/04/2023
"ADZENYS XR-ODT 3.1 MG TABLET",70165000530,15.38637,04/01/2023,EA,C/I,N,4,B,,,10/04/2023
"ADZENYS XR-ODT 6.3 MG TABLET",70165001030,15.36877,04/01/2023,EA,C/I,N,2,B,,,10/04/2023
"ADZENYS XR-ODT 9.4 MG TABLET",70165001530,15.26416,04/01/2023,EA,C/I,N,2,B,,,10/04/2023
"AFIRMELLE-28 TABLET",65862084928,0.17927,09/20/2023,EA,C/I,N,1,G,,,10/04/2023
"AFIRMELLE-28 TABLET",65862084988,0.17927,09/20/2023,EA,C/I,N,1,G,,,10/04/2023
"AIMOVIG 140 MG/ML AUTOINJECTOR",55513084301,714.88549,01/04/2023,ML,C/I,N,"2, 5",B,,,10/04/2023
"AIMOVIG 70 MG/ML AUTOINJECTOR",55513084101,714.75704,01/04/2023,ML,C/I,N,"2, 5",B,,,10/04/2023
"AIRDUO DIGIHALER 113-14 MCG",59310012906,421.62231,01/01/2023,EA,C/I,N,4,B,,,10/04/2023
"AIRDUO DIGIHALER 232-14 MCG",59310013606,476.13061,01/01/2023,EA,C/I,N,4,B,,,10/04/2023
"AIRDUO RESPICLICK 113-14 MCG",59310081206,385.20767,01/01/2023,EA,C/I,N,"4, 5",B,107.31375,09/20/2023,10/04/2023
"AJOVY 225 MG/1.5 ML AUTOINJECT",51759020210,448.78023,01/01/2023,ML,C/I,N,"2, 5",B,,,10/04/2023
"AJOVY 225 MG/1.5 ML AUTOINJECT",51759020222,449.11689,01/01/2023,ML,C/I,N,"4, 5",B,,,10/04/2023
"AJOVY 225 MG/1.5 ML SYRINGE",51759020410,450.73686,01/01/2023,ML,C/I,N,"2, 5",B,,,10/04/2023
"ALAHIST CF TABLET",50991078490,0.64042,11/23/2022,EA,C/I,Y,4,G,,,10/04/2023
"ALAHIST PE 2-7.5 MG TABLET",50991078890,0.64046,12/21/2022,EA,C/I,Y,4,G,,,10/04/2023
"ALBENDAZOLE 200 MG TABLET",00591271202,7.32705,09/20/2023,EA,C/I,N,1,G,,,10/04/2023
"ALBENDAZOLE 200 MG TABLET",31722093502,7.32705,09/20/2023,EA,C/I,N,1,G,,,10/04/2023
"ALBENDAZOLE 200 MG TABLET",42799011002,7.32705,09/20/2023,EA,C/I,N,1,G,,,10/04/2023
"ALBENDAZOLE 200 MG TABLET",43598045202,7.32705,09/20/2023,EA,C/I,N,1,G,,,10/04/2023
"ALBENDAZOLE 200 MG TABLET",69097023772,7.32705,09/20/2023,EA,C/I,N,1,G,,,10/04/2023
"ALBENDAZOLE 200 MG TABLET",72205005108,7.32705,09/20/2023,EA,C/I,N,1,G,,,10/04/2023
"ALBUTEROL 2.5 MG/0.5 ML SOL",00487990130,0.35662,07/19/2023,EA,C/I,N,"4, 5",G,,,10/04/2023
"ALBUTEROL HFA 90 MCG INHALER",66993001968,1.84257,09/20/2023,GM,C/I,N,"1, 5, 6",G,,,10/04/2023
"ALBUTEROL HFA 90 MCG INHALER",00093317431,2.85179,09/20/2023,GM,C/I,N,"1, 5, 6",G,,,10/04/2023
"ALBUTEROL HFA 90 MCG INHALER",45802008801,2.85179,09/20/2023,GM,C/I,N,"1, 5",G,,,10/04/2023
"ALBUTEROL HFA 90 MCG INHALER",68180096301,2.85179,09/20/2023,GM,C/I,N,"1, 5",G,,,10/04/2023
"ALBUTEROL HFA 90 MCG INHALER",00054074287,2.93319,09/20/2023,GM,C/I,N,"1, 5",G,,,10/04/2023
"ALBUTEROL HFA 90 MCG INHALER",00781729685,2.93319,09/20/2023,GM,C/I,N,"1, 5, 6",G,,,10/04/2023
"ALBUTEROL HFA 90 MCG INHALER",60687066291,2.93319,09/20/2023,GM,C/I,N,"1, 5",G,,,10/04/2023
"ALBUTEROL HFA 90 MCG INHALER",69097014260,2.93319,09/20/2023,GM,C/I,N,"1, 5",G,,,10/04/2023
"ALBUTEROL HFA 90 MCG INHALER",72572001401,2.93319,09/20/2023,GM,C/I,N,"1, 5",G,,,10/04/2023
"ALBUTEROL HFA 90 MCG INHALER",76282067942,2.93319,09/20/2023,GM,C/I,N,"1, 5",G,,,10/04/2023
"ALBUTEROL SUL 0.63 MG/3 ML SOL",00378699152,0.17916,09/20/2023,ML,C/I,N,"1, 5, 6",G,,,10/04/2023
"ALBUTEROL SUL 0.63 MG/3 ML SOL",00378705752,0.17916,09/20/2023,ML,C/I,N,"1, 5",G,,,10/04/2023
"ALBUTEROL SUL 0.63 MG/3 ML SOL",00591346753,0.17916,09/20/2023,ML,C/I,N,"1, 5",G,,,10/04/2023
"ALBUTEROL SUL 0.63 MG/3 ML SOL",76204001055,0.17916,09/20/2023,ML,C/I,N,"1, 5",G,,,10/04/2023
"ALBUTEROL SUL 0.63 MG/3 ML SOL",00487030101,0.26103,09/20/2023,ML,C/I,N,"1, 5",G,,,10/04/2023
"ALBUTEROL SUL 0.63 MG/3 ML SOL",76204001001,0.26103,09/20/2023,ML,C/I,N,"1, 5",G,,,10/04/2023
